incident_id,incident_name,corrupted_asset_id,cve_id,description,implications,critical,cve_description,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability_score,impact_score,weakness_type,weakness_description,configuration_vulnerable,confidentiality,integrity,availability,,,,
132,Tampering with Speed Data Transmission,79,CVE-2024-6347,Manipulated speed data transmitted to the ECU.,Faulty vehicle control decisions and potential safety risks.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
132,Tampering with Speed Data Transmission,79,CVE-2024-6347,Manipulated speed data transmitted to the ECU.,Faulty vehicle control decisions and potential safety risks.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
132,Tampering with Speed Data Transmission,79,CVE-2024-6347,Manipulated speed data transmitted to the ECU.,Faulty vehicle control decisions and potential safety risks.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
132,Tampering with Speed Data Transmission,79,CVE-2024-6347,Manipulated speed data transmitted to the ECU.,Faulty vehicle control decisions and potential safety risks.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
133,Denial of Service on Speed ECU,79,CVE-2023-6073,Overloaded speed ECU caused system unavailability.,Vehicle fails to respond to dynamic speed changes.,0,"Attacker can perform a Denial of Service attack to crash the ICAS 3 IVI ECU in a Volkswagen ID.3 (and other vehicles of the VW Group with the same hardware) and spoof volume setting commands to irreversibly turn on audio volume to maximum via REST API calls.
",5.7,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,2.1,3.6,Secondary,CWE-20,True,0,1,0,,,,
134,Exploitation of Sensor Firmware,81,CVE-2024-9991,Firmware exploited to inject false yaw rate data.,Incorrect trajectory calculation leading to instability.,0,,,,,,,,,,,,,,,,,,,
135,Man-in-the-Middle Attack on Schwimmwinkel Data,81,CVE-2023-40251,Intercepted and altered yaw angle data in transit.,Faulty steering corrections causing hazards.,0,"Missing Encryption of Sensitive Data vulnerability in Genians Genian NAC V4.0, Genians Genian NAC V5.0, Genians Genian NAC Suite V5.0, Genians Genian ZTNA allows Man in the Middle Attack.This issue affects Genian NAC V4.0: from V4.0.0 through V4.0.155; Genian NAC V5.0: from V5.0.0 through V5.0.42 (Revision 117460); Genian NAC Suite V5.0: from V5.0.0 through V5.0.54; Genian ZTNA: from V6.0.0 through V6.0.15.

",5.2,MEDIUM,ADJACENT_NETWORK,LOW,LOW,REQUIRED,1.5,3.6,Secondary,CWE-311,True,1,0,0,,,,
136,Sensor Physical Tampering,81,CVE-2023-6482,Tampered with sensor hardware to disable functionality.,Loss of key vehicle dynamics monitoring.,0,"Use of encryption key derived from static information in Synaptics Fingerprint Driver allows 

an attacker to set up a TLS session with the fingerprint sensor and send restricted commands to the fingerprint sensor. This may 
allow an attacker, who has physical access to the sensor, to enroll a fingerprint into the 
template database.",5.2,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4.2,Secondary,CWE-321,True,1,1,0,,,,
136,Sensor Physical Tampering,81,CVE-2023-6482,Tampered with sensor hardware to disable functionality.,Loss of key vehicle dynamics monitoring.,0,"Use of encryption key derived from static information in Synaptics Fingerprint Driver allows 

an attacker to set up a TLS session with the fingerprint sensor and send restricted commands to the fingerprint sensor. This may 
allow an attacker, who has physical access to the sensor, to enroll a fingerprint into the 
template database.",5.2,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4.2,Secondary,CWE-321,True,1,1,0,,,,
137,Spoofing GPS Position Data,84,CVE-2019-9534,Falsified GPS signals injected into 3D position system.,Incorrect navigation and route planning.,0,"The Cobham EXPLORER 710, firmware version 1.07, does not validate its firmware image. Development scripts left in the firmware can be used to upload a custom firmware image that the device runs. This could allow an unauthenticated, local attacker to upload their own firmware that could be used to intercept or modify traffic, spoof or intercept GPS traffic, exfiltrate private data, hide a backdoor, or cause a denial-of-service.",7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,5.9,Secondary,CWE-494,True,1,1,1,,,,
138,Overflow Attack on Position Buffer,84,CVE-2024-52711,Position buffer overflow exploited to crash the ECU.,Loss of position tracking during operation.,0,DI-8100 v16.07.26A1 is vulnerable to Buffer Overflow In the ip_position_asp function via the ip parameter.,5.7,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,2.1,3.6,Secondary,CWE-120,False,0,0,1,,,,
139,Encryption Key Interception for Positional Data,84,CVE-2017-17910,Keys for encrypting position data intercepted.,Data integrity and privacy compromised.,0,"On Hoermann BiSecur devices before 2018, a vulnerability can be exploited by recording a single radio transmission. An attacker can intercept an arbitrary radio frame exchanged between a BiSecur transmitter and a receiver to obtain the encrypted packet and the 32-bit serial number. The interception of the one-time pairing process is specifically not required. Due to use of AES-128 with an initial static random value and static data vector (all of this static information is the same across different customers' installations), the attacker can easily derive the utilized encryption key and decrypt the intercepted packet. The key can be verified by decrypting the intercepted packet and checking for known plaintext. Subsequently, an attacker can create arbitrary radio frames with the correct encryption key to control BiSecur garage and entrance gate operators and possibly other BiSecur systems as well (""wireless cloning""). To conduct the attack, a low cost Software Defined Radio (SDR) is sufficient. This affects Hoermann Hand Transmitter HS5-868-BS, HSE1-868-BS, and HSE2-868-BS devices.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Primary,CWE-330,True,0,0,1,,,,
140,Unauthorized Access to Orientation Data,85,CVE-2019-8554,Orientation data accessed by an attacker without authorization.,Malicious manipulation of orientation inputs.,0,A permissions issue existed in the handling of motion and orientation data. This issue was addressed with improved restrictions. This issue is fixed in iOS 12.2. A website may be able to access sensor information without user consent.,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,3.6,Primary,NVD-CWE-noinfo,True,1,0,0,,,,
140,Unauthorized Access to Orientation Data,85,CVE-2019-8554,Orientation data accessed by an attacker without authorization.,Malicious manipulation of orientation inputs.,0,A permissions issue existed in the handling of motion and orientation data. This issue was addressed with improved restrictions. This issue is fixed in iOS 12.2. A website may be able to access sensor information without user consent.,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,3.6,Primary,NVD-CWE-noinfo,True,1,0,0,,,,
141,Flood Attack on Orientation ECU,85,CVE-2024-51072,Flood of requests causing orientation system crash.,Vehicle orientation tracking interrupted.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
141,Flood Attack on Orientation ECU,85,CVE-2024-51072,Flood of requests causing orientation system crash.,Vehicle orientation tracking interrupted.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
141,Flood Attack on Orientation ECU,85,CVE-2024-51072,Flood of requests causing orientation system crash.,Vehicle orientation tracking interrupted.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
141,Flood Attack on Orientation ECU,85,CVE-2024-51072,Flood of requests causing orientation system crash.,Vehicle orientation tracking interrupted.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
141,Flood Attack on Orientation ECU,85,CVE-2024-51072,Flood of requests causing orientation system crash.,Vehicle orientation tracking interrupted.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
142,Tampering with Orientation Calculation Algorithm,85,CVE-2024-5823,Calculation logic altered to produce incorrect orientation.,Steering and alignment issues in dynamic conditions.,0,"A file overwrite vulnerability exists in gaizhenbiao/chuanhuchatgpt versions <= 20240410. This vulnerability allows an attacker to gain unauthorized access to overwrite critical configuration files within the system. Exploiting this vulnerability can lead to unauthorized changes in system behavior or security settings. Additionally, tampering with these configuration files can result in a denial of service (DoS) condition, disrupting normal system operation.",9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.2,Secondary,CWE-73,True,0,1,1,,,,
143,Man-in-the-Middle Attack on Vehicle State Data,78,CVE-2023-28901,Intercepted vehicle state data to alter operational conditions.,Potentially dangerous state miscommunication.,0,"The Skoda Automotive cloud contains a Broken Access Control vulnerability, allowing remote attackers to obtain recent trip data, vehicle mileage, fuel consumption, average and maximum speed, and other information of Skoda Connect service users by specifying an arbitrary vehicle VIN number.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Secondary,CWE-200,True,1,0,0,,,,
143,Man-in-the-Middle Attack on Vehicle State Data,78,CVE-2023-28901,Intercepted vehicle state data to alter operational conditions.,Potentially dangerous state miscommunication.,0,"The Skoda Automotive cloud contains a Broken Access Control vulnerability, allowing remote attackers to obtain recent trip data, vehicle mileage, fuel consumption, average and maximum speed, and other information of Skoda Connect service users by specifying an arbitrary vehicle VIN number.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Secondary,CWE-200,True,1,0,0,,,,
144,Tampering with Fahrzustand Data,78,CVE-2021-1104,State data tampered with to mislead the Teleoperation system.,Faulty remote control decisions causing safety risks.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
144,Tampering with Fahrzustand Data,78,CVE-2021-1104,State data tampered with to mislead the Teleoperation system.,Faulty remote control decisions causing safety risks.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
144,Tampering with Fahrzustand Data,78,CVE-2021-1104,State data tampered with to mislead the Teleoperation system.,Faulty remote control decisions causing safety risks.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
144,Tampering with Fahrzustand Data,78,CVE-2021-1104,State data tampered with to mislead the Teleoperation system.,Faulty remote control decisions causing safety risks.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
145,Denial of Service on Vehicle State Bridge,78,CVE-2019-15265,Flood attack rendered the state bridge unresponsive.,Loss of teleoperation functionality during critical operations.,0,"A vulnerability in the bridge protocol data unit (BPDU) forwarding functionality of Cisco Aironet Access Points (APs) could allow an unauthenticated, adjacent attacker to cause an AP port to go into an error disabled state. The vulnerability occurs because BPDUs received from specific wireless clients are forwarded incorrectly. An attacker could exploit this vulnerability on the wireless network by sending a steady stream of crafted BPDU frames. A successful exploit could allow the attacker to cause a limited denial of service (DoS) attack because an AP port could go offline.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-20,True,0,0,1,,,,
146,Firmware Exploitation for Angular Data,83,CVE-2017-5694,Firmware vulnerability exploited to inject malicious angular rates.,Disrupted dynamic calculations leading to erratic movements.,0,"Data corruption vulnerability in firmware in Intel Solid-State Drive Professional PSF104P, PSF109P allows local users to cause a denial of service via unspecified vectors.",4.6,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,3.6,Primary,NVD-CWE-noinfo,True,0,0,1,,,,
147,Unauthorized Access to Angular Sensors,83,CVE-2023-3028,Gained unauthorized control over angular motion sensors.,Ability to manipulate vehicle trajectory inputs.,0,"Insufficient authentication in the MQTT backend (broker) allows an attacker to access and even manipulate the telemetry data of the entire fleet of vehicles using the HopeChart HQT-401 telematics unit. Other models are possibly affected too.








Multiple vulnerabilities were identified:



- The MQTT backend does not require authentication, allowing unauthorized connections from an attacker.



- The vehicles publish their telemetry data (e.g. GPS Location, speed, odometer, fuel, etc) as messages in public topics. The backend also sends commands to the vehicles as MQTT posts in public topics. As a result, an attacker can access the confidential data of the entire fleet that is managed by the backend.



- The MQTT messages sent by the vehicles or the backend are not encrypted or authenticated. An attacker can create and post messages to impersonate a vehicle or the backend. The attacker could then, for example, send incorrect information to the backend about the vehicle's location.



- The backend can inject data into a vehicle´s CAN bus by sending a specific MQTT message on a public topic. Because these messages are not authenticated or encrypted, an attacker could impersonate the backend, create a fake message and inject CAN data in any vehicle managed by the backend.


The confirmed version is 201808021036, however further versions have been also identified as potentially impacted.



",8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,4.7,Secondary,CWE-287,True,1,1,1,,,,
147,Unauthorized Access to Angular Sensors,83,CVE-2023-3028,Gained unauthorized control over angular motion sensors.,Ability to manipulate vehicle trajectory inputs.,0,"Insufficient authentication in the MQTT backend (broker) allows an attacker to access and even manipulate the telemetry data of the entire fleet of vehicles using the HopeChart HQT-401 telematics unit. Other models are possibly affected too.








Multiple vulnerabilities were identified:



- The MQTT backend does not require authentication, allowing unauthorized connections from an attacker.



- The vehicles publish their telemetry data (e.g. GPS Location, speed, odometer, fuel, etc) as messages in public topics. The backend also sends commands to the vehicles as MQTT posts in public topics. As a result, an attacker can access the confidential data of the entire fleet that is managed by the backend.



- The MQTT messages sent by the vehicles or the backend are not encrypted or authenticated. An attacker can create and post messages to impersonate a vehicle or the backend. The attacker could then, for example, send incorrect information to the backend about the vehicle's location.



- The backend can inject data into a vehicle´s CAN bus by sending a specific MQTT message on a public topic. Because these messages are not authenticated or encrypted, an attacker could impersonate the backend, create a fake message and inject CAN data in any vehicle managed by the backend.


The confirmed version is 201808021036, however further versions have been also identified as potentially impacted.



",8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,4.7,Secondary,CWE-287,True,1,1,1,,,,
147,Unauthorized Access to Angular Sensors,83,CVE-2023-3028,Gained unauthorized control over angular motion sensors.,Ability to manipulate vehicle trajectory inputs.,0,"Insufficient authentication in the MQTT backend (broker) allows an attacker to access and even manipulate the telemetry data of the entire fleet of vehicles using the HopeChart HQT-401 telematics unit. Other models are possibly affected too.








Multiple vulnerabilities were identified:



- The MQTT backend does not require authentication, allowing unauthorized connections from an attacker.



- The vehicles publish their telemetry data (e.g. GPS Location, speed, odometer, fuel, etc) as messages in public topics. The backend also sends commands to the vehicles as MQTT posts in public topics. As a result, an attacker can access the confidential data of the entire fleet that is managed by the backend.



- The MQTT messages sent by the vehicles or the backend are not encrypted or authenticated. An attacker can create and post messages to impersonate a vehicle or the backend. The attacker could then, for example, send incorrect information to the backend about the vehicle's location.



- The backend can inject data into a vehicle´s CAN bus by sending a specific MQTT message on a public topic. Because these messages are not authenticated or encrypted, an attacker could impersonate the backend, create a fake message and inject CAN data in any vehicle managed by the backend.


The confirmed version is 201808021036, however further versions have been also identified as potentially impacted.



",8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,4.7,Secondary,CWE-287,True,1,1,1,,,,
148,Physical Damage to Angular Sensors,83,CVE-2022-22154,Physical attack on angular sensors rendered them dysfunctional.,Inability to track or adjust angular movement effectively.,0,In a Junos Fusion scenario an External Control of Critical State Data vulnerability in the Satellite Device (SD) control state machine of Juniper Networks Junos OS allows an attacker who is able to make physical changes to the cabling of the device to cause a denial of service (DoS). An SD can get rebooted and subsequently controlled by an Aggregation Device (AD) which does not belong to the original Fusion setup and is just connected to an extended port of the SD. To carry out this attack the attacker needs to have physical access to the cabling between the SD and the original AD. This issue affects: Juniper Networks Junos OS 16.1R1 and later versions prior to 18.4R3-S10, 19.1 versions prior to 19.1R3-S7, 19.2 versions prior to 19.2R3-S4. This issue does not affect Juniper Networks Junos OS versions prior to 16.1R1.,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,5.9,Secondary,CWE-642,True,1,1,1,,
149,Tampering with Acceleration Data,86,CVE-2019-18954,Manipulated acceleration data to mislead dynamic state estimations.,Incorrect control decisions leading to instability.,0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
149,Tampering with Acceleration Data,86,CVE-2019-18954,Manipulated acceleration data to mislead dynamic state estimations.,Incorrect control decisions leading to instability.,0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
149,Tampering with Acceleration Data,86,CVE-2019-18954,Manipulated acceleration data to mislead dynamic state estimations.,Incorrect control decisions leading to instability.,0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
150,Denial of Service on Acceleration Sensors,86,CVE-2018-18881,Sensor resource consumption caused unavailability.,Loss of acceleration data during critical maneuvers.,0,"A Denial of Service (DOS) issue was discovered in ControlByWeb X-320M-I Web-Enabled Instrumentation-Grade Data Acquisition module 1.05 with firmware revision v1.05. An authenticated user can configure invalid network settings, stopping TCP based communications to the device. A physical factory reset is required to restore the device to an operational state.",6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,3.6,Primary,NVD-CWE-noinfo,True,0,0,1,,,,
150,Denial of Service on Acceleration Sensors,86,CVE-2018-18881,Sensor resource consumption caused unavailability.,Loss of acceleration data during critical maneuvers.,0,"A Denial of Service (DOS) issue was discovered in ControlByWeb X-320M-I Web-Enabled Instrumentation-Grade Data Acquisition module 1.05 with firmware revision v1.05. An authenticated user can configure invalid network settings, stopping TCP based communications to the device. A physical factory reset is required to restore the device to an operational state.",6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,3.6,Primary,NVD-CWE-noinfo,True,0,0,1,,,,
151,Unauthorized Access to Acceleration Sensor,86,CVE-2024-3520,Accessed acceleration data without authorization.,Potential for misuse or manipulation in dynamic operations.,0,"The Country State City Dropdown CF7 plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the tc_csca_patch_settings function in all versions up to, and including, 2.7.1. This makes it possible for authenticated attackers, with subscriber access and above, to add states or cities to the dropdown.",4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,1.4,Unknown,No description available,False,0,1,0,,,,
152,Man-in-the-Middle Attack on Trajectory Data,89,CVE-2023-38353,Intercepted and altered trajectory data during transmission.,Potentially dangerous navigation errors.,0,MiniTool Power Data Recovery version 11.6 and before contains an insecure in-app payment system that allows attackers to steal highly sensitive information through a man in the middle attack.,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,3.6,Primary,CWE-295,True,1,0,0,,,,
153,Injection of Malicious Trajectories,89,CVE-2023-25719,Injected malformed data to disrupt trajectory calculations.,Erratic vehicle path behavior or failure.,0,"ConnectWise Control before 22.9.10032 (formerly known as ScreenConnect) fails to validate user-supplied parameters such as the Bin/ConnectWiseControl.Client.exe h parameter. This results in reflected data and injection of malicious code into a downloaded executable. The executable can be used to execute malicious queries or as a denial-of-service vector. NOTE: this CVE Record is only about the parameters, such as the h parameter (this CVE Record is not about the separate issue of signed executable files that are supposed to have unique configurations across customers' installations).",8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,5.9,Primary,CWE-74,True,1,1,1,,,,
154,Denial of Service on Downlink Bridge,89,CVE-2023-22913,Flooded trajectory downlink bridge causing delays.,Significant disruptions in teleoperation control.,0,"A post-authentication command injection vulnerability in the “account_operator.cgi” CGI program of Zyxel USG FLEX series firmware versions 4.50 through 5.35, and VPN series firmware versions 4.30 through 5.35, which could allow a remote authenticated attacker to modify device configuration data, resulting in denial-of-service (DoS) conditions on an affected device.",8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,5.2,Secondary,CWE-77,True,0,1,1,,,,
154,Denial of Service on Downlink Bridge,89,CVE-2023-22913,Flooded trajectory downlink bridge causing delays.,Significant disruptions in teleoperation control.,0,"A post-authentication command injection vulnerability in the “account_operator.cgi” CGI program of Zyxel USG FLEX series firmware versions 4.50 through 5.35, and VPN series firmware versions 4.30 through 5.35, which could allow a remote authenticated attacker to modify device configuration data, resulting in denial-of-service (DoS) conditions on an affected device.",8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,5.2,Secondary,CWE-77,True,0,1,1,,,,
155,Emergency Path Data Integrity Attack,90,CVE-2020-1759,Altered emergency trajectory data.,Compromised emergency responses.,0,"A vulnerability was found in Red Hat Ceph Storage 4 and Red Hat Openshift Container Storage 4.2 where, A nonce reuse vulnerability was discovered in the secure mode of the messenger v2 protocol, which can allow an attacker to forge auth tags and potentially manipulate the data by leveraging the reuse of a nonce in a session. Messages encrypted using a reused nonce value are susceptible to serious confidentiality and integrity attacks.",6.4,MEDIUM,ADJACENT_NETWORK,HIGH,NONE,REQUIRED,1.2,5.2,Primary,CWE-323,True,1,1,0,,,,
155,Emergency Path Data Integrity Attack,90,CVE-2020-1759,Altered emergency trajectory data.,Compromised emergency responses.,0,"A vulnerability was found in Red Hat Ceph Storage 4 and Red Hat Openshift Container Storage 4.2 where, A nonce reuse vulnerability was discovered in the secure mode of the messenger v2 protocol, which can allow an attacker to forge auth tags and potentially manipulate the data by leveraging the reuse of a nonce in a session. Messages encrypted using a reused nonce value are susceptible to serious confidentiality and integrity attacks.",6.4,MEDIUM,ADJACENT_NETWORK,HIGH,NONE,REQUIRED,1.2,5.2,Primary,CWE-323,True,1,1,0,,,,
156,Unauthorized Access to Notbahn Data,90,CVE-2020-16218,Accessed emergency path data without proper permissions.,Potential sabotage of emergency routing systems.,0,"In Patient Information Center iX (PICiX) Versions B.02, C.02, C.03, the 
software does not neutralize or incorrectly neutralizes 
user-controllable input before it is placed in output that is then used 
as a webpage and served to other users. Successful exploitation could 
lead to unauthorized access to patient data via a read-only web 
application.



",3.5,LOW,ADJACENT_NETWORK,LOW,LOW,NONE,2.1,1.4,Primary,CWE-79,True,1,0,0,,,,
157,Firmware Exploit on Trajektorienvorverarbeitung Service,90,CVE-2020-12311,Firmware vulnerabilities exploited to inject malicious code.,Emergency path data overwritten or corrupted.,0,Insufficient control flow managementin firmware in some Intel(R) Client SSDs and some Intel(R) Data Center SSDs may allow an unauthenticated user to potentially enable information disclosure via physical access.,4.6,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,3.6,Primary,NVD-CWE-Other,True,1,0,0,,,,
158,Tampering with GCS Emergency Path Data,91,CVE-2017-3750,Corrupted emergency path data in GCS format.,Disrupted emergency maneuver planning.,0,"On Lenovo VIBE mobile phones, the Lenovo Security Android application allows private data to be backed up and restored via Android Debug Bridge, which allows tampering leading to privilege escalation in conjunction with CVE-2017-3748 and CVE-2017-3749.",6.4,MEDIUM,PHYSICAL,HIGH,NONE,NONE,0.5,5.9,Primary,NVD-CWE-noinfo,True,1,1,1,,,,
159,Man-in-the-Middle Attack on Emergency Path,91,CVE-2017-2837,Intercepted emergency path data to alter or delay transmission.,Delayed or incorrect emergency responses.,0,An exploitable denial of service vulnerability exists within the handling of security data in FreeRDP 2.0.0-beta1+android11. A specially crafted challenge packet can cause the program termination leading to a denial of service condition. An attacker can compromise the server or use man in the middle to trigger this vulnerability.,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,3.6,Primary,CWE-190,True,0,0,1,,,,
160,Denial of Service on GCS Emergency Path,91,CVE-2017-15124,Flooded emergency path system causing service unavailability.,Critical delays in emergency navigation.,0,"VNC server implementation in Quick Emulator (QEMU) 2.11.0 and older was found to be vulnerable to an unbounded memory allocation issue, as it did not throttle the framebuffer updates sent to its client. If the client did not consume these updates, VNC server allocates growing memory to hold onto this data. A malicious remote VNC client could use this flaw to cause DoS to the server host.",7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.6,Primary,CWE-770,True,0,0,1,,,,
